zip,lat,lon
18209,54.10021,11.83327
17291,53.31758,13.86279
54340,49.8,6.78333
99439,51.0667,11.4
21514,53.53398,10.70292
55442,49.95,7.76667
84437,48.2,12.2833
18195,54.03514,12.5987700000001
79777,47.7167,8.31667
56379,50.3333,7.83333
39175,52.15513,11.77585
07751,50.85,11.6
18337,54.1769474531384,12.5438551428223
91187,49.15,11.0333
07768,50.7833,11.5167
99713,51.2866820008331,10.7338149841308
17291,53.3665975710151,14.0668412857056
67808,49.65,7.86667
56858,50.0,7.3
04571,51.2,12.4
58313,51.403301,7.43324000000007
85599,48.1167,11.7833
24616,53.9884126357662,9.86934255118848
53506,50.4666667,6.95
41199,51.2,6.43333
74360,49.0569,9.24444
16230,52.7694,13.8153
24594,54.1124888716996,9.72631263311197
07338,50.5833,11.5667
86916,48.0833,10.8833
22929,53.61075,10.51186
83546,47.9926501,12.2535753
39596,52.74797,11.9773
25889,54.4000633859804,8.98452703995698
92670,49.7997,12.1589
24238,54.2905415285635,10.427672764659
86932,48.0333,10.9167
31079,52.0542,9.85257999999999
06682,51.1167,12.0667
04860,51.55746,12.9916000000001
49832,52.49884,7.48971000000006
92442,49.3167,12.1833
75385,48.7,8.68333
04617,50.9928,12.3575
35619,50.5009,8.39557
53919,50.7667,6.83333
53773,50.7833,7.28333
99713,51.3281,10.7683500000001
91619,49.45,10.4667
76891,49.0667,7.8
07937,50.6667,11.95
55234,49.6831,8.15528
99752,51.45293,10.5196599999999
36460,50.8333,10.1667
67732,49.5167,7.68333
87547,47.6,10.1167
19370,53.3972861804682,11.780648803711
65558,50.35,7.95
17309,53.47235,13.97754
18225,54.13393,11.75212
67483,49.2689,8.17639
98617,50.5679,10.4152
83607,47.8833,11.7
25791,54.25236,9.18142
18246,53.95419,11.89563
25842,54.6841190793887,9.02116857469083
22145,53.608496,10.246749
84333,48.5333,12.75
18279,53.78725,12.31836
82387,47.75,11.3
86926,48.0667,11.0833
03130,51.57695,14.61526
39279,52.1093,12.19853
04924,51.4788,13.42543
18528,54.3764015794417,13.4136840637207
25864,54.6213535328974,9.17072854936124
17217,53.53432,13.06787
34454,51.37968,9.01217999999994
67294,49.67,8.0325
56850,49.9667,7.26667
01561,51.3134006842652,13.6750255767822
95186,50.1,12.0833
55459,49.9,7.98333
73240,48.6833,9.38333
57612,50.7333,7.65
08315,50.5833,12.7667
15910,51.99122,13.7752
85098,48.7667,11.5333
21483,53.4164966852724,10.5067940810394
27245,52.59617,8.83703000000003
56220,50.3667,7.46667
72667,48.6,9.21667
73765,48.6833,9.28333
68161,49.4883,8.46472
